Time (s),Signal strength,Ax (m/s²),Ay (m/s²),Az (m/s²),Bx (µT),By (µT),Bz (µT),ωx (rad/s),ωy (rad/s),ωz (rad/s),Voltage (mV)
0.009999999776482582,40,-0.009403657168149948,0.31241562962532043,9.783384323120117,-5.648404598236084,-58.83563232421875,185.66432189941406,0.015214723534882069,-1.2586504220962524,-0.10536196827888489,-0.001570395426824689
0.019999999552965164,40,-0.02346673607826233,0.3317360579967499,9.83995532989502,-5.998259544372559,-57.83372116088867,183.61712646484375,0.014116223901510239,-1.2894083261489868,-0.07240696996450424,-0.002099585486575961
0.029999999329447746,40,-0.0046761529520154,0.33084341883659363,9.821001052856445,-6.205699920654297,-57.36781692504883,179.8968505859375,-0.013937089592218399,-1.308519959449768,-0.09544271230697632,-0.005232862196862698
0.03999999910593033,40,-0.013653433881700039,0.3080021142959595,9.816365242004395,-6.032380104064941,-57.801151275634766,176.0409393310547,-0.07249139994382858,-1.3104411363601685,-0.10045398771762848,-0.005235008895397186
0.05000000074505806,40,-0.004019279032945633,0.3213617503643036,9.816950798034668,-5.556428909301758,-57.801151275634766,175.74253845214844,-0.12829063832759857,-1.2802940607070923,-0.11404035985469818,-0.005758832208812237
0.05999999865889549,40,0.0005887929000891745,0.3125346601009369,9.825286865234375,-4.811967372894287,-58.05746841430664,175.8182373046875,-0.18682606518268585,-1.215836524963379,-0.13148155808448792,-0.006279435008764267
0.07000000029802322,40,-0.0006652396405115724,0.3162340819835663,9.816365242004395,-3.664740562438965,-58.20734405517578,175.7161865234375,-0.2115347534418106,-1.0559216737747192,-0.13881832361221313,-0.006279435008764267
0.07999999821186066,41,-0.013175707310438156,0.3072879910469055,9.8140230178833,-2.5274033546447754,-58.4473762512207,175.96627807617188,-0.1892775446176529,-0.8143877983093262,-0.12617047131061554,-0.006283728871494532
0.09000000357627869,41,-0.0032429732382297516,0.30835914611816406,9.793886184692383,-1.684537649154663,-58.83563232421875,176.68785095214844,-0.1472838670015335,-0.5623917579650879,-0.09953689575195312,-0.006802720949053764
0.10000000149011612,42,0.001315335393883288,0.3152819275856018,9.81025505065918,-0.9230162501335144,-58.83563232421875,176.38946533203125,-0.07912775129079819,-0.2766949236392975,-0.051769793033599854,-0.006808088161051273
0.10999999940395355,42,-0.024909870699048042,0.301743745803833,9.831103324890137,-0.41294530034065247,-59.23569107055664,176.87930297851562,-0.015763722360134125,-0.053651630878448486,-0.007467000279575586,-0.007320103235542774
0.11999999731779099,41,0.0013053829316049814,0.29965105652809143,9.806145668029785,0.004407980013638735,-59.690032958984375,177.16993713378906,0.001402854104526341,-0.002631863346323371,0.0006482914322987199,-0.006802720949053764
0.12999999523162842,40,0.003942832350730896,0.3098567724227905,9.826994895935059,0.6855740547180176,-60.04878234863281,177.65306091308594,0.0025530033744871616,-0.008003425784409046,-0.003964903298765421,-0.006809697952121496
0.14000000059604645,39,-0.0043178582563996315,0.2991749942302704,9.810020446777344,1.8822505474090576,-60.26167678833008,178.727294921875,0.0013902566861361265,-0.004662575665861368,-0.001966944197192788,-0.007318493444472551
0.15000000596046448,39,-0.003422120586037636,0.3081806004047394,9.82598876953125,2.6437718868255615,-60.806884765625,178.5283660888672,0.0012806585291400552,-0.0033461397979408503,-0.0010674844961613417,-0.0068107713013887405
0.1599999964237213,40,-0.002277567284181714,0.3140818774700165,9.821303367614746,2.702122211456299,-61.27751541137695,179.63565063476562,0.0037736983504146338,0.0020695137791335583,-0.0008684444474056363,-0.007326007355004549
0.17000000178813934,42,-0.014131160452961922,0.3209451735019684,9.804916381835938,2.818575620651245,-61.630836486816406,180.30943298339844,0.0011786191025748849,0.0052881683222949505,-0.00037966249510645866,-0.007316883187741041
0.18000000715255737,42,-0.009831620380282402,0.3170672059059143,9.818472862243652,3.131837844848633,-61.9034423828125,180.524658203125,-0.003119638655334711,0.006027639843523502,-0.004748465958982706,-0.006802720949053764
0.1899999976158142,43,0.0020916410721838474,0.3159365653991699,9.823763847351074,3.505181074142456,-62.164249420166016,181.03231811523438,-0.0019694895017892122,0.00023910097661428154,-0.0047547644935548306,-0.0068129184655845165
0.20000000298023224,42,-0.00803019292652607,0.3086071014404297,9.821049690246582,3.6003711223602295,-61.98250961303711,181.92750549316406,-0.0031322361901402473,-0.0009236458572559059,-0.005917511880397797,-0.007315272931009531
0.20999999344348907,42,-0.006825923454016447,0.3000081181526184,9.828232765197754,3.9128916263580322,-62.49231719970703,183.20118713378906,0.00012421073915902525,-0.004295989405363798,-0.004870661534368992,-0.006802720949053764
0.2199999988079071,42,-0.014131160452961922,0.3085971772670746,9.810606002807617,4.010307312011719,-62.813541412353516,184.34698486328125,-0.0005497541860677302,-0.003622024552896619,0.001494841417297721,-0.006802720949053764
0.23000000417232513,42,-0.007263839244842529,0.3108088970184326,9.821176528930664,3.9519569873809814,-62.91172790527344,185.3571319580078,0.002192715648561716,-0.005388190038502216,0.0016371929086744785,-0.006802720949053764
0.23999999463558197,42,0.004669375251978636,0.3101443946361542,9.822582244873047,4.332717418670654,-63.638671875,186.74964904785156,-0.0007034434238448739,-0.0013292842777445912,-0.0022617250215262175,-0.006815601605921984
0.25,41,-0.010717405937612057,0.31557950377464294,9.8215970993042,4.253598213195801,-63.92662048339844,186.89279174804688,-0.0011153807863593102,0.0002453997149132192,0.0015653874725103378,-0.007326007355004549
0.25999999046325684,41,-0.017236383631825447,0.3106303811073303,9.806984901428223,4.492191791534424,-63.753143310546875,187.34103393554688,0.002398054115474224,-0.004455977119505405,0.006191179156303406,-0.007312052883207798
0.27000001072883606,40,-0.019107481464743614,0.31210818886756897,9.803442001342773,4.789877414703369,-63.74653244018555,188.41526794433594,-0.00014411563461180776,-0.008555195294320583,0.005363525357097387,-0.006802720949053764
0.2800000011920929,40,-0.014240640215575695,0.31695812940597534,9.816365242004395,4.8986663818359375,-64.09183502197266,189.79925537109375,-0.0038452530279755592,-0.004985071253031492,0.0031854223925620317,-0.006802720949053764
0.28999999165534973,40,-0.018749186769127846,0.3090137243270874,9.818062782287598,4.613096237182617,-63.910099029541016,189.69979858398438,-0.0020538922399282455,-0.00039077267865650356,0.002022675471380353,-0.006802720949053764
0.30000001192092896,41,-0.01101598422974348,0.3157481253147125,9.817663192749023,5.190418243408203,-63.97547912597656,190.59214782714844,0.0020705200731754303,0.0012985484208911657,0.0003333544882480055,-0.006802720949053764
0.3100000023841858,41,-0.008577588014304638,0.3274911344051361,9.815183639526367,5.429258823394775,-63.89145278930664,191.14010620117188,0.0023224696051329374,0.0036240420304238796,-0.0010674844961613417,-0.006802720949053764
0.3199999928474426,40,-0.008965740911662579,0.33091288805007935,9.811806678771973,5.465109825134277,-64.0177230834961,191.43850708007812,-0.0015323570696637034,0.005551455542445183,0.00012675589823629707,-0.006802720949053764
0.33000001311302185,40,-0.01803259551525116,0.3180292844772339,9.799050331115723,5.549668312072754,-64.61320495605469,191.85911560058594,-0.002522518392652273,0.005378869827836752,0.0012781647965312004,-0.006785009987652302
0.3400000035762787,40,-0.01125484798103571,0.31420087814331055,9.813876152038574,5.549668312072754,-64.88581085205078,193.2516326904297,-0.0010057827457785606,0.0032385592348873615,-0.002564064459875226,-0.006279435008764267
0.3499999940395355,40,-0.009951052255928516,0.3129016160964966,9.826701164245605,5.710873126983643,-65.08147430419922,193.12814331054688,-0.001963190734386444,0.003921342547982931,-0.003521472215652466,-0.00626065069809556
0.36000001430511475,40,-0.010767168365418911,0.3094303011894226,9.823285102844238,5.901253700256348,-65.47468566894531,193.48260498046875,-0.0012577322777360678,-0.002490771235898137,-0.0030981970485299826,-0.005775469820946455
0.3700000047683716,41,-0.01903781108558178,0.31658121943473816,9.8216552734375,6.061470031738281,-65.7607421875,194.53538513183594,0.004325467627495527,-0.00458573130890727,0.00039004310383461416,-0.006279435008764267
0.3799999952316284,41,-0.014499408192932606,0.31517288088798523,9.816365242004395,6.161605358123779,-65.53533935546875,195.84523010253906,0.006524986587464809,-0.003448179457336664,0.0038278934080153704,-0.006259039975702763
0.38999998569488525,42,-0.0045666745863854885,0.3119296431541443,9.82093334197998,6.351985454559326,-66.17142486572266,195.64630126953125,-0.002776987385004759,-0.004610925912857056,0.0026651467196643353,-0.005777080077677965
0.4000000059604645,42,0.002977426163852215,0.3170672059059143,9.821303367614746,6.317617893218994,-66.52144622802734,195.44737243652344,0.001254203962162137,-0.0035514787305146456,-0.0007197942468337715,-0.006236498709768057
0.4099999964237213,41,0.005495443940162659,0.3170672059059143,9.813963890075684,6.172731399536133,-66.60428619384766,195.50808715820312,-0.0014227591454982758,-0.006576132029294968,0.0020730653777718544,-0.005254867020994425
0.41999998688697815,41,-0.004536816384643316,0.30207106471061707,9.821392059326172,5.982350826263428,-66.46668243408203,195.67860412597656,0.001967220799997449,-0.00613396055996418,-0.00033431159681640565,-0.005756148602813482
0.4300000071525574,41,-0.003860037075355649,0.29796499013900757,9.815691947937012,5.791970252990723,-66.19407653808594,195.47967529296875,0.002026428934186697,-0.005889569409191608,-0.0010674844961613417,-0.005733070429414511
0.4399999976158142,41,-0.005014542955905199,0.3125247359275818,9.799352645874023,6.0738325119018555,-66.46243286132812,194.88597106933594,0.000009573636816639919,-0.004181352443993092,-0.002775701927021146,-0.005256476812064648
0.44999998807907104,41,-0.016818372532725334,0.3170672059059143,9.812929153442383,6.151715278625488,-66.3385238647461,194.5785369873047,-0.0023159198462963104,-0.000276135717285797,-0.0027316107880324125,-0.005731996614485979
0.46000000834465027,42,-0.016290882602334023,0.3170672059059143,9.817907333374023,6.195725440979004,-66.02391052246094,194.24163818359375,-0.0002877267252188176,0.002198008121922612,-0.0008432496106252074,-0.005232862196862698
0.4699999988079071,42,-0.014131160452961922,0.32266101241111755,9.814305305480957,6.290915489196777,-65.7501220703125,193.665771484375,-0.0002663110790308565,0.0013766528572887182,-0.0018245925894007087,-0.005258087534457445
0.47999998927116394,41,-0.011264801025390625,0.3125644028186798,9.824798583984375,6.386105537414551,-65.84099578857422,192.7705841064453,-0.0007689502090215683,-0.0003517205477692187,-0.004118592478334904,-0.005756148602813482
0.49000000953674316,42,-0.009224509820342064,0.30239835381507874,9.830801010131836,6.925104141235352,-65.76239776611328,193.359375,0.0004907971015200019,-0.0020473403856158257,-0.0015512274112552404,-0.005756148602813482
0.5,42,-0.012210301123559475,0.3113246262073517,9.830801010131836,7.114990234375,-65.73218536376953,193.59085083007812,0.0004907971015200019,-0.003435581922531128,0.0026134969666600227,-0.005756148602813482
0.5099999904632568,42,-0.014131160452961922,0.3079623878002167,9.836773872375488,7.000020503997803,-65.80535125732422,193.31053161621094,0.0008951759664341807,-0.0026268241927027702,0.0026134969666600227,-0.005756148602813482
0.5199999809265137,41,-0.014131160452961922,0.31168168783187866,9.828243255615234,6.779970645904541,-65.9870834350586,192.84706115722656,0.002738186391070485,-0.0003013306704815477,0.0019332334632053971,-0.005784057080745697
0.5299999713897705,41,-0.007801281753927469,0.3139132559299469,9.814969062805176,6.970350742340088,-66.1688232421875,193.84170532226562,0.004019349347800016,0.000920624181162566,-0.0001163753040600568,-0.006279435008764267
0.5400000214576721,40,-0.0043178582563996315,0.3089641332626343,9.805228233337402,6.579205513000488,-66.19195556640625,193.794677734375,-0.0005245592328719795,-0.0011932316701859236,-0.0012791220797225833,-0.006279435008764267
0.550000011920929,40,-0.0010334872640669346,0.3171069025993347,9.808371543884277,6.62395715713501,-66.13672637939453,194.5025634765625,0.0009329683380201459,-0.0027981498278677464,-0.002147088060155511,-0.006279435008764267
0.5600000023841858,40,-0.006099381018429995,0.3086269199848175,9.831230163574219,6.874171257019043,-66.17047882080078,195.04537963867188,0.003672918537631631,-0.006867133546620607,-0.0009011978399939835,-0.0062493798322975636
0.5699999928474426,40,-0.005820706952363253,0.3125743269920349,9.83041000366211,6.8593363761901855,-66.42183685302734,194.26644897460938,-0.00317128817550838,-0.003341100877150893,0.001443191897124052,-0.005756148602813482
0.5799999833106995,40,-0.011244894936680794,0.3239701986312866,9.81579875946045,6.668956279754639,-66.42183685302734,194.8632354736328,-0.0020085417199879885,0.002472632797434926,0.004931432195007801,-0.005787277594208717
0.5899999737739563,40,-0.014131160452961922,0.33737945556640625,9.808097839355469,6.7881293296813965,-66.49571228027344,195.37916564941406,-0.003080586437135935,0.00046459579607471824,-0.0027542856987565756,-0.006279435008764267
0.6000000238418579,40,-0.021297061815857887,0.3343742787837982,9.824310302734375,6.613325595855713,-66.58658599853516,196.3671112060547,-0.0010838870657607913,-0.0018608977552503347,-0.00246832356788218,-0.006279435008764267
0.6100000143051147,40,-0.005731132812798023,0.31358596682548523,9.802221298217773,6.272124767303467,-66.78035736083984,197.14010620117188,0.0022305080201476812,0.0007581168320029974,-0.003283380065113306,-0.006279435008764267
0.6200000047683716,40,-0.0031135890167206526,0.32204610109329224,9.792304992675781,6.277317047119141,-67.23139953613281,196.38235473632812,0.0038694392424076796,-0.0031508789397776127,-0.0025968176778405905,-0.006279435008764267
0.6299999952316284,40,-0.008079956285655499,0.31934836506843567,9.799684524536133,6.562887191772461,-67.50399780273438,197.6754150390625,0.005892593413591385,-0.004662575665861368,-0.0022944784723222256,-0.0063132476061582565
0.6399999856948853,40,-0.009224509820342064,0.32087576389312744,9.824418067932129,6.7767558097839355,-67.7081527709961,198.59384155273438,0.0034411251544952393,-0.00545873586088419,0.0008901626570150256,-0.006837069988250732
0.6499999761581421,41,-0.020869098603725433,0.3180887699127197,9.826993942260742,6.641758918762207,-67.71240234375,199.04957580566406,-0.00047794863348826766,-0.002230003708973527,-0.00031415573903359473,-0.007326007355004549
0.6600000262260437,41,-0.008179482072591782,0.3052845299243927,9.814393043518066,6.250861644744873,-67.71334838867188,199.34901428222656,-0.0006278585060499609,0.0002453997149132192,-0.0002914802171289921,-0.007290584966540337
0.6700000166893005,41,-0.008318820036947727,0.30239835381507874,9.803706169128418,6.155671119689941,-68.34942626953125,200.3436737060547,-0.0013194597559049726,-0.0015648572007194161,0.0013865032233297825,-0.006838680244982243
0.6800000071525574,41,-0.005163832567632198,0.2943052053451538,9.821840286254883,6.334183692932129,-68.98550415039062,200.86166381835938,-0.0037293562199920416,-0.003974753897637129,0.0019256749656051397,-0.007326007355004549
0.6899999976158142,42,-0.008438250981271267,0.28440696001052856,9.830029487609863,6.524563789367676,-69.49554443359375,201.9798126220703,-0.0029924041591584682,-0.002287951996549964,0.0007137980428524315,-0.007400072179734707
0.699999988079071,42,-0.017584726214408875,0.31199905276298523,9.806204795837402,6.714944362640381,-70.14460754394531,203.50022888183594,-0.001968229655176401,-0.00017031695460900664,-0.0022944784723222256,-0.008372579701244831
0.7099999785423279,42,-0.014797987416386604,0.32129234075546265,9.806086540222168,6.85859489440918,-70.84512329101562,205.15858459472656,-0.0037243172992020845,-0.0017034293850883842,-0.0026409090496599674,-0.008410685695707798
0.7200000286102295,42,-0.009831620380282402,0.31338760256767273,9.819390296936035,6.763404846191406,-70.48165130615234,206.65057373046875,-0.002245374023914337,0.001006287056952715,-0.0032392889261245728,-0.008973151445388794
0.7300000190734863,42,-0.0005059974500909448,0.3078334927558899,9.821176528930664,7.35259485244751,-71.50645446777344,209.03646850585938,-0.0034081207122653723,-0.0048805121332407,-0.0012047970667481422,-0.009942438453435898
0.7400000095367432,42,-0.012668122537434101,0.316095232963562,9.803842544555664,7.536299228668213,-72.6301498413086,211.96437072753906,-0.004109799861907959,-0.005274812690913677,0.002610977506265044,-0.010021870024502277
0.75,42,-0.000695097609423101,0.33045661449432373,9.832674026489258,7.651763916015625,-73.55299377441406,215.14727783203125,-0.0018737487262114882,-0.0007132680038921535,-0.006064902059733868,-0.011029263958334923
0.7599999904632568,42,-0.01302641723304987,0.31364548206329346,9.804457664489746,8.078265190124512,-74.25515747070312,218.41285705566406,-0.0007361967582255602,0.0026741926558315754,-0.007000894285738468,-0.011553087271749973
0.7699999809265137,42,-0.014131160452961922,0.3259240686893463,9.815457344055176,8.078265190124512,-75.5273208618164,222.39149475097656,-0.0007361967582255602,0.0015114457346498966,0.0023010796867311,-0.01207690965384245
0.7799999713897705,42,-0.01878899522125721,0.3129214644432068,9.816365242004395,7.838682651519775,-76.41830444335938,227.12115478515625,-0.005230975337326527,0.0003486990462988615,0.0014898024965077639,-0.012642595916986465
0.7900000214576721,38,-0.014320260845124722,0.3262811303138733,9.811738014221191,8.099528312683105,-77.3926010131836,232.22337341308594,-0.001406382187269628,-0.0029329427052289248,0.00350539805367589,-0.013690240681171417
0.800000011920929,42,-0.0045766266994178295,0.3078037202358246,9.834978103637695,8.589325904846191,-78.5111083984375,237.58729553222656,0.003244604216888547,-0.007416382897645235,0.0018500902224332094,-0.014737887308001518
0.8100000023841858,42,-0.009154841303825378,0.33620914816856384,9.816638946533203,8.705531120300293,-79.7244873046875,243.25839233398438,0.0041717784479260445,0.00003502188337733969,-0.0014063565758988261,-0.01574205979704857
0.8199999928474426,42,-0.00442733708769083,0.3072483241558075,9.8211669921875,9.276673316955566,-81.63272094726562,251.11619567871094,0.0033050724305212498,-0.0025008495431393385,0.0011723460629582405,-0.016353903338313103
0.8299999833106995,42,-0.01424063928425312,0.29772692918777466,9.820747375488281,9.254420280456543,-83.61177062988281,258.5864562988281,0.002944784704595804,-0.0030576575081795454,0.0010085789253935218,-0.017836278304457664
0.8399999737739563,42,-0.0185302272439003,0.3071193993091583,9.803091049194336,9.504634857177734,-85.51740264892578,266.8677062988281,-0.000008062941560638137,-0.0014703761553391814,-0.000578702543862164,-0.0184953510761261
0.8500000238418579,42,-0.0043178582563996315,0.30285459756851196,9.834939002990723,10.218437194824219,-87.40274047851562,275.720947265625,-0.001963190734386444,0.0017142652068287134,0.0016283746808767319,-0.020453782752156258
0.8600000143051147,42,-0.004606484901160002,0.31246522068977356,9.82004451751709,11.075148582458496,-89.49272155761719,283.6781921386719,-0.00013403761840891093,-0.0009513600380159914,0.002621055580675602,-0.02106991782784462
0.8700000047683716,42,-0.009921194985508919,0.31776148080825806,9.80534553527832,11.93186092376709,-91.94049835205078,293.78961181640625,0.0011723203351721168,-0.004253157880157232,0.0008410326554439962,-0.022594695910811424
0.8799999952316284,42,-0.01699751988053322,0.32643982768058777,9.846847534179688,12.583109855651855,-94.65545654296875,304.8654479980469,0.0004907971015200019,-0.00028369409847073257,0.00015950934903230518,-0.023689569905400276
0.8899999856948853,43,0.005027669947594404,0.32149070501327515,9.81201171875,13.803274154663086,-97.55498504638672,316.3944396972656,-0.001177108264528215,0.0026993874926120043,0.001410438446328044,-0.02530880644917488
0.8999999761581421,43,0.0005887929000891745,0.3186441659927368,9.815847396850586,15.657875061035156,-100.6053237915039,328.427978515625,-0.004064449109137058,0.0026993874926120043,0.002076844684779644,-0.02730749174952507
0.9100000262260437,43,0.0000015872020640017581,0.3311508893966675,9.812129020690918,16.895347595214844,-103.8765869140625,342.1542663574219,-0.002324738074094057,0.0015454590320587158,-0.003448406932875514,-0.028452817350625992
0.9200000166893005,43,-0.0043178582563996315,0.32555708289146423,9.820172309875488,18.660940170288086,-108.1561279296875,356.8003234863281,0.00116350210737437,-0.002657057950273156,-0.006529748905450106,-0.03059748373925686
